,Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
72,Fragile and conflict affected situations,FCS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,73.6579707674573,73.58820526088529,72.67248364545921,71.6824097860376,71.08693727620609,70.9171747695405,69.9477936423695,69.46135455355541,68.8361298126901,67.7299922869622,67.3599729312463,66.4192220856176,66.0934833565782,65.8187601697991,65.7259914753543,65.38620921081609,65.3541555819628,64.8130596065095,64.7146615018967,64.5723869668049
73,Finland,FIN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,4.61999988555908,4.38199996948242,3.90499997138977,3.7809998989105202,3.73200011253357,3.4289999008178698,3.00999999046326,2.91700005531311,2.80100011825562,2.58599996566772,2.6889998912811297,2.84599995613098,2.77300000190735,2.4059998989105202,2.31800007820129,2.2590000629425,2.32100009918213,2.19899988174438,2.08899998664856,2.08999991416931
74,Fiji,FJI,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,49.1349983215332,48.3520011901855,47.4809989929199,46.297000885009794,45.994998931884794,45.4129981994629,44.3720016479492,44.1180000305176,43.534000396728494,43.4650001525879,43.1559982299805,43.231998443603494,42.6380004882813,41.9949989318848,41.773998260498,41.346000671386705,39.890998840331996,38.7109985351563,38.495998382568395,38.7760009765625
75,France,FRA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,3.07399988174438,2.9800000190734903,2.83899998664856,2.8220000267028795,2.7769999504089395,2.6770000457763703,2.6380000114440896,2.2760000228881805,2.2260000705719,2.14499998092651,1.8329999446868899,1.8789999485015902,1.76400005817413,1.8730000257492099,1.83399999141693,1.83800005912781,1.6449999809265101,1.6360000371933001,1.6219999790191697,1.6180000305175801
76,Faroe Islands,FRO,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
77,"Micronesia, Fed. Sts.",FSM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
78,Gabon,GAB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,58.862998962402294,61.3880004882813,62.300998687744105,62.138999938964794,62.29499816894529,62.2239990234375,62.548000335693395,62.569000244140604,63.507999420165994,62.8619995117188,64.13800048828129,63.97200012207029,63.33000183105471,63.145999908447294,62.297000885009794,61.676998138427706,61.37699890136721,60.8779983520508,60.9469985961914,61.4690017700195
79,United Kingdom,GBR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.9219999909400941,0.758000016212463,0.773999989032745,0.680999994277954,0.690999984741211,0.5830000042915339,0.5950000286102289,0.727999985218048,0.6679999828338621,0.746999979019165,0.7269999980926509,0.552999973297119,0.605000019073486,0.657000005245209,0.685999989509583,0.601000010967255,0.712000012397766,0.644999980926514,0.625,0.612999975681305
80,Georgia,GEO,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,50.9690017700195,54.140998840332,57.7830009460449,52.7820014953613,55.290000915527294,56.8380012512207,56.4900016784668,57.199001312255895,57.362998962402294,56.5870018005371,52.0009994506836,51.012001037597706,49.1059989929199,48.6570014953613,47.266998291015604,45.965999603271506,44.80400085449221,42.550998687744105,41.819999694824205,41.685001373291
81,Ghana,GHA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,48.790000915527294,47.762001037597706,46.808998107910206,46.441001892089794,46.5,46.3839988708496,46.3050003051758,45.814998626709006,41.1790008544922,40.4269981384277,40.1150016784668,39.944000244140604,38.101001739502,37.449001312255895,38.9850006103516,41.834999084472706,40.8540000915527,38.70399856567379,37.4469985961914,36.7410011291504
82,Gibraltar,GIB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
83,Guinea,GIN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,75.24400329589841,74.6480026245117,74.8290023803711,74.8489990234375,74.46099853515629,73.943000793457,74.2310028076172,74.03700256347659,74.5540008544922,74.7679977416992,74.6940002441406,74.9029998779297,74.55999755859379,73.8509979248047,72.7409973144531,72.1070022583008,71.9390029907227,72.004997253418,71.3850021362305,71.9720001220703
84,"Gambia, The",GMB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,42.691001892089794,43.3880004882813,42.8040008544922,42.1749992370605,42.167999267578104,41.9269981384277,41.9819984436035,42.6069984436035,40.168998718261705,39.1969985961914,40.8390007019043,40.625,40.898998260498,38.7770004272461,37.8569984436035,36.8279991149902,35.3370018005371,35.069000244140604,33.6510009765625,33.3740005493164
85,Guinea-Bissau,GNB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,91.41400146484379,91.05699920654301,90.59400177001949,90.2949981689453,90.5189971923828,90.4020004272461,90.37999725341801,90.52200317382808,90.35299682617192,90.38400268554692,90.5500030517578,90.3769989013672,90.45800018310551,90.3560028076172,90.3280029296875,89.96900177001949,89.60800170898442,89.7310028076172,89.6110000610352,89.53500366210942
86,Equatorial Guinea,GNQ,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,77.3659973144531,79.1529998779297,78.890998840332,73.58599853515629,73.33399963378909,70.552001953125,66.77200317382811,65.0070037841797,64.3960037231445,62.62300109863279,60.082000732421896,59.7919998168945,63.279998779296896,62.7760009765625,61.7700004577637,62.9379997253418,63.9000015258789,66.00900268554689,67.8889999389648,68.8470001220703
87,Greece,GRC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,20.4589996337891,19.7919998168945,19.6509990692139,17.4109992980957,16.955999374389602,16.5729999542236,13.8819999694824,13.527000427246099,12.866999626159698,12.126000404357901,11.6120004653931,11.854000091552699,12.583000183105499,12.635999679565401,12.9449996948242,13.4460000991821,12.980999946594201,12.3520002365112,11.7430000305176,11.4840002059937
88,Grenada,GRD,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
89,Greenland,GRL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
90,Guatemala,GTM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,16.122999191284197,17.0499992370605,18.1149997711182,18.181999206543,18.1760005950928,17.757999420165998,15.1899995803833,15.5229997634888,15.637000083923303,15.3269996643066,15.2880001068115,15.796999931335401,16.0219993591309,14.387000083923303,12.4709997177124,9.60700035095215,11.154999732971199,9.79300022125244,9.309000015258789,9.33399963378906
91,Guam,GUM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,6.85500001907349,6.42700004577637,6.04099988937378,6.0430002212524405,5.99399995803833,5.85699987411499,5.7329998016357395,5.56500005722046,5.389999866485599,5.140999794006349,5.16499996185303,5.42799997329712,5.3520002365112305,5.07200002670288,4.93599987030029,4.86600017547607,4.89300012588501,4.73999977111816,4.71099996566772,4.77099990844727
92,Guyana,GUY,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,14.687000274658198,12.437999725341802,10.1599998474121,8.65499973297119,7.3850002288818395,7.375999927520749,7.122000217437741,7.81599998474121,6.46000003814697,5.8769998550415,5.98600006103516,5.6020002365112305,5.11299991607666,5.00699996948242,4.96400022506714,4.71099996566772,4.39599990844727,4.52899980545044,4.27199983596802,3.7720000743866002
93,High income,HIC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,4.1895238075289,3.96083219985819,3.69663668431393,3.57294192554281,3.43851510035918,3.31474457765762,3.12955704797862,3.0398349088149303,2.90412790728764,2.77183264219544,2.6538423548209398,2.6015142752818,2.5367448648942403,2.44158043373083,2.35320268585741,2.2219384077517996,2.15925270817161,2.11960169951237,2.03129978321217,2.01427447102602
94,"Hong Kong SAR, China",HKG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.221000000834465,0.208000004291534,0.221000000834465,0.14900000393390697,0.209999993443489,0.16799999773502303,0.18299999833107003,0.17800000309944197,0.19200000166892997,0.148000001907349,0.15700000524520902,0.16799999773502303,0.152999997138977,0.150000005960464,0.0160000007599592,0.150000005960464,0.14900000393390697,0.150000005960464,0.148000001907349,0.14599999785423298
95,Honduras,HND,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,7.90100002288818,8.64400005340576,7.34899997711182,7.087999820709231,9.0290002822876,8.328000068664549,6.90199995040894,12.9090003967285,10.2930002212524,9.657999992370609,10.0869998931885,11.5100002288818,12.2829999923706,9.43599987030029,10.6940002441406,9.61900043487549,8.96000003814697,7.650000095367429,8.312999725341799,8.26000022888184
96,Heavily indebted poor countries (HIPC),HPC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,75.0335005873191,74.54760014282449,73.9026988692477,73.3891468815062,72.93104352342309,72.58536569960391,72.39906418261509,72.18140210460159,71.4547493113913,70.8188534510205,70.3581496339913,69.84903752757111,68.8769231183739,67.7192323502689,66.9962579971289,66.5246030600601,65.71972319719461,65.15964275780111,64.7531933324594,64.4174259445451
97,Croatia,HRV,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,17.3239994049072,17.1840000152588,15.3050003051758,15.317999839782699,15.1890001296997,17.6100006103516,18.1569995880127,18.9020004272461,14.947999954223599,13.565999984741199,13.996000289917,14.1730003356934,15.491999626159698,15.3819999694824,12.1730003356934,9.89000034332275,7.9829998016357395,7.42799997329712,5.5479998588562,5.48799991607666
98,Haiti,HTI,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,37.0050010681152,37.069999694824205,36.581001281738295,36.3209991455078,35.54600143432621,34.9389991760254,34.925998687744105,34.300998687744105,33.457000732421896,32.5130004882813,31.304000854492198,31.1280002593994,32.0909996032715,31.179000854492198,30.2560005187988,29.568000793457,28.7080001831055,28.243000030517603,27.172000885009798,26.874000549316396
99,Hungary,HUN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,4.019999980926509,3.65300011634827,3.33699989318848,3.42400002479553,3.6909999847412096,2.66000008583069,2.66799998283386,2.64100003242493,2.62100005149841,2.2780001163482697,2.31299996376038,2.58599996566772,2.30599999427795,2.64199995994568,2.79999995231628,2.60700011253357,2.63499999046326,2.6449999809265097,2.8410000801086404,2.7960000038147004
100,IBRD only,IBD,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,46.399878816217004,45.820975201777706,44.99198041024201,44.0934746682356,43.288180315686205,42.2690549015559,41.1012851760171,39.8888604819556,37.8985125849035,36.23653262098279,35.089226762976104,33.7689472530652,32.550817159668796,30.983368094776,29.2747386121595,28.475493637027697,27.5181166998057,26.603369426566896,25.7548872483152,25.195735254841498
101,IDA & IBRD total,IBT,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,50.811700631830796,50.2800485005284,49.50913831466129,48.5857158313634,47.903485270134,46.884802640981704,45.8506971509885,44.88514212897161,43.231616330734795,41.8990629901029,40.9281477036959,39.7464360193865,38.452980294968796,37.152515490975205,35.7838127501701,35.145962688067,34.44819572012911,33.8042819503218,33.2128003220962,32.848625260412305
102,IDA total,IDA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,72.1022376501952,71.50071971132651,70.6329387941842,69.4344409502005,69.07386247024921,67.77961157592529,67.1111030265965,66.9266772682319,66.150310862303,65.6878103619395,64.7450223065828,63.4354996175055,61.0925807684941,60.2840140068287,59.602698729923,59.0807579827544,58.75304022124929,58.4639043119273,58.2770089527853,57.921636149373704
103,IDA blend,IDB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,58.394593206170796,57.6458573812736,57.4566727561094,57.479902908355506,57.8918961450432,56.456377976460296,53.6261098403234,52.8593432239241,52.3072850253053,52.197098948089504,50.0739523882939,47.9808308335244,42.8090888931779,43.522440828876896,44.4694026297314,45.4838894225425,44.586400989379996,44.01081986384,44.4105243722694,44.447557858486604
104,Indonesia,IDN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,46.0099983215332,43.8979988098145,46.765998840332,44.555999755859396,45.4370002746582,47.58000183105471,44.654998779296896,44.4469985961914,41.291999816894496,41.42100143432621,41.36899948120121,39.939998626709,38.4220008850098,36.7890014648438,35.24399948120121,33.884998321533196,33.345001220703104,32.5550003051758,30.05299949646,29.3460006713867
105,IDA only,IDX,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,76.99608856673458,76.4430636871785,75.3213066893489,73.6635760758591,73.0237387911856,71.80796071340829,71.98749752852821,72.0588159747975,71.31370003602049,70.7375566113747,70.2572388641685,69.2902459252012,68.0741787074725,66.7083590127139,65.40458684429309,64.291980807341,64.1882261277753,63.996838001364004,63.54128547983979,63.0281207940753
106,Isle of Man,IMN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
107,India,IND,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,75.11000061035159,74.7249984741211,74.0970001220703,74.713996887207,73.58599853515629,73.1009979248047,71.5920028686523,70.6969985961914,69.45400238037111,68.6439971923828,68.1689987182617,67.48300170898439,66.7480010986328,62.875,59.701000213623,59.5830001831055,58.7249984741211,57.7350006103516,56.9160003662109,56.356998443603494
108,Not classified,INX,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
109,Ireland,IRL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,2.57999992370605,2.4059998989105202,2.07100009918213,1.85000002384186,1.77199995517731,1.81599998474121,1.44099998474121,1.3719999790191697,1.3279999494552601,1.33899998664856,1.42999994754791,1.05200004577637,1.0460000038147,1.01600003242493,1.20500004291534,1.44700002670288,1.4969999790191697,1.41600000858307,1.3710000514984098,1.2849999666214
110,"Iran, Islamic Rep.",IRN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,21.7840003967285,23.7530002593994,25.252000808715803,27.309999465942397,27.4640007019043,29.1280002593994,31.2240009307861,33.5909996032715,30.864000320434602,33.082000732421896,30.6860008239746,30.500999450683604,27.9580001831055,25.886999130249,24.649000167846697,24.9449996948242,21.850000381469698,22.8400001525879,21.989000320434602,21.239000320434602
111,Iraq,IRQ,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,37.694000244140604,35.0130004882813,34.7630004882813,34.339000701904304,36.3390007019043,44.020999908447294,33.0410003662109,47.8429985046387,61.765998840332,33.4000015258789,51.582000732421896,51.417999267578104,51.3219985961914,50.7350006103516,47.5,46.62300109863279,47.6559982299805,46.882999420165994,43.6749992370605,43.9160003662109
112,Iceland,ISL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,4.70800018310547,4.56099987030029,4.39900016784668,3.4749999046325697,3.44899988174438,3.06299996376038,3.07999992370605,3.06900000572205,2.85999989509583,2.50999999046326,2.2630000114440896,2.12299990653992,2.23200011253357,1.9110000133514398,2.14100003242493,2.44700002670288,1.98500001430511,1.74500000476837,2.18099999427795,1.9490000009536699
113,Israel,ISR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.05799996852875,1.09399998188019,0.84799998998642,0.609000027179718,0.684000015258789,0.788999974727631,0.8330000042915341,0.782999992370605,0.6039999723434449,0.568000018596649,0.6589999794960021,0.6690000295639039,0.757000029087067,0.5490000247955321,0.643999993801117,0.671000003814697,0.59799998998642,0.6110000014305109,0.6349999904632571,0.629000008106232
114,Italy,ITA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,5.06699991226196,4.5149998664856,4.35200023651123,4.367000102996831,3.93199992179871,3.69300007820129,3.16000008583069,3.26300001144409,3.3220000267028795,3.0550000667572004,2.8289999961852996,2.66100001335144,2.71399998664856,2.6340000629425,2.57399988174438,2.42799997329712,2.4030001163482697,2.43199992179871,2.5109999179840097,2.52900004386902
115,Jamaica,JAM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,9.545000076293949,8.79699993133545,9.17399978637695,9.50899982452393,9.73600006103516,8.66300010681152,8.68299961090088,8.37600040435791,8.26799964904785,8.0310001373291,9.5019998550415,9.2519998550415,9.11999988555908,7.78999996185303,7.883999824523929,7.90700006484985,8.00699996948242,8.20600032806396,8.21700000762939,8.28299999237061
116,Jordan,JOR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,3.99300003051758,3.8310000896453897,3.71799993515015,3.62700009346008,3.1340000629425,1.86899995803833,1.3220000267028797,1.22899997234344,1.1870000362396202,1.18900001049042,1.1480000019073502,1.15600001811981,1.26800000667572,1.22099995613098,1.2079999446868899,1.19500005245209,1.2180000543594398,1.23199999332428,1.22200000286102,1.22800004482269
117,Japan,JPN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,5.96799993515015,5.763000011444089,5.5489997863769505,5.28399991989136,4.955999851226809,4.90000009536743,4.71400022506714,4.57200002670288,4.46999979019165,4.34000015258789,4.2540001869201705,4.105000019073491,3.92300009727478,3.71199989318848,3.53800010681152,3.38299989700317,3.27600002288818,3.22399997711182,3.04500007629395,3.0220000743866002
118,Kazakhstan,KAZ,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,35.8390007019043,35.7519989013672,34.0190010070801,34.179000854492195,34.673000335693395,34.007999420166,31.955999374389602,31.3110008239746,30.1560001373291,29.722999572753896,29.149000167846697,28.378999710082997,27.4069995880127,26.2639999389648,24.997999191284197,23.233999252319304,18.7789993286133,17.0869998931885,16.9389991760254,17.1919994354248
119,Kenya,KEN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,54.965999603271506,55.257999420165994,55.790000915527294,54.9560012817383,54.1660003662109,53.50199890136721,52.154998779296896,50.8419990539551,48.4070014953613,47.5069999694824,48.7109985351563,48.8030014038086,48.433998107910206,48.129001617431605,47.685001373290994,46.9420013427734,46.702999114990206,47.0,47.3359985351563,47.17900085449221
120,Kyrgyz Republic,KGZ,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,51.0410003662109,50.648998260498,50.1259994506836,49.7430000305176,48.6669998168945,42.9850006103516,38.6860008239746,37.3370018005371,35.362998962402294,34.0209999084473,33.5839996337891,28.80299949646,27.9209995269775,27.5690002441406,29.580999374389602,32.9140014648438,34.4589996337891,31.934999465942397,27.818000793457,27.7140007019043
121,Cambodia,KHM,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,83.1389999389648,80.19000244140629,74.9199981689453,69.6959991455078,70.56300354003909,71.2040023803711,71.2040023803711,72.1650009155273,72.23899841308591,73.1269989013672,75.056999206543,64.88400268554689,55.379001617431605,44.483001708984396,32.8699989318848,31.6909999847412,30.051000595092802,28.318000793457,26.9340000152588,26.193000793457
122,Kiribati,KIR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
123,St. Kitts and Nevis,KNA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
124,"Korea, Rep.",KOR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,14.2950000762939,12.977999687194801,12.244999885559098,11.3079996109009,10.673999786377,10.1440000534058,9.2519998550415,8.927000045776369,8.63500022888184,8.27099990844727,7.92700004577637,7.550000190734861,6.881999969482419,6.763000011444089,6.3920001983642605,6.1880002021789595,5.71199989318848,5.18400001525879,4.82800006866455,4.80700016021729
125,Kuwait,KWT,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.0439999997615814,0.0520000010728836,0.0579999983310699,0.0610000006854534,0.0570000000298023,0.0520000010728836,0.0469999983906746,0.0469999983906746,0.0450000017881393,0.0439999997615814,0.046000000089407,0.0540000014007092,0.063000001013279,0.06199999898672099,0.063000001013279,0.0659999996423721,0.06800000369548799,0.0719999969005585,0.0750000029802322,0.0740000009536743
126,Latin America & Caribbean (excluding high income),LAC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,15.943134324091801,16.7100470314717,14.527335929723598,14.3078109195552,14.463945395246698,14.1045437316222,14.0453128193433,13.8954054695905,13.131078065281,12.280742813754001,11.6593058256721,11.2822827550016,11.0172204714205,10.832244646020401,8.7071212596354,8.30320175931904,8.21673358272737,8.082446629111411,8.18413410467508,8.17153917827004
127,Lao PDR,LAO,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,87.62999725341801,86.9229965209961,86.5380020141602,85.8050003051758,84.7779998779297,83.9049987792969,82.754997253418,81.411003112793,80.43499755859379,79.1859970092773,77.6549987792969,75.9489974975586,73.5790023803711,72.629997253418,69.140998840332,67.6890029907227,66.3860015869141,65.12400054931639,63.922000885009794,63.2120018005371
128,Lebanon,LBN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.0430000014603138,0.046000000089407,0.0469999983906746,0.0489999987185001,0.0489999987185001,0.0500000007450581,0.0430000014603138,0.0439999997615814,0.0469999983906746,0.0419999994337559,0.0379999987781048,0.0329999998211861,0.0309999994933605,0.0329999998211861,0.0370000004768372,0.0419999994337559,0.0439999997615814,0.046000000089407,0.0450000017881393,0.0450000017881393
129,Liberia,LBR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,59.5810012817383,55.667999267578104,51.7890014648438,52.004001617431605,52.353000640869105,57.1479988098145,53.887001037597706,54.754001617431605,49.004001617431605,51.3499984741211,50.7830009460449,52.07099914550779,47.492000579834006,45.9000015258789,46.07099914550779,44.3250007629395,43.068000793457,42.887001037597706,43.5620002746582,42.405998229980504
130,Libya,LBY,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,7.39099979400635,8.04300022125244,7.8319997787475595,9.76599979400635,10.039999961853,8.29500007629395,7.70800018310547,7.06099987030029,6.54199981689453,6.41099977493286,6.8060002326965305,6.77799987792969,6.29500007629395,16.3020000457764,4.28900003433228,11.1379995346069,16.0639991760254,14.5989999771118,13.873999595642099,9.27700042724609
131,St. Lucia,LCA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,16.1100006103516,15.2760000228882,13.9289999008179,8.06599998474121,9.66300010681152,9.07199954986572,10.3629999160767,8.51900005340576,9.35000038146973,9.32100009918213,9.69999980926514,9.75300025939941,9.37199974060059,9.48900032043457,9.82600021362305,9.60499954223633,9.51299953460693,9.4689998626709,9.83199977874756,10.109000205993699
132,Latin America & Caribbean,LCN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,14.0739625544224,14.776347509585,12.871720198672199,12.805585813240098,13.0273786285694,12.688983105678101,12.6364136010616,12.5192849877758,11.843615642535601,11.0813489259323,10.53496517724,10.2657686971035,10.0097318839825,9.810954641943631,7.95007894998796,7.58326041065887,7.50513819257462,7.392647762430941,7.49703584462387,7.48775567090144
133,Least developed countries: UN classification,LDC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,79.22557703825521,78.75103463859759,77.5780020151943,75.73717862362959,75.0290078363227,73.8079738396561,74.09973334093591,74.247183794284,73.7987127699173,73.2020377970666,72.7355246662556,71.8694414135713,70.6966896753489,69.2956499452841,67.8473637285204,66.5089295929876,66.4317866456223,66.37780494836579,65.97802925301839,65.5018170567497
134,Low income,LIC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,79.85771051331429,79.3787044813918,78.4437261819798,77.2041502673185,77.39850281871779,77.1539230347184,77.04920770259959,76.77598093250042,76.38288579910541,75.80964919648609,75.3616115649543,74.8362001588775,74.11049493640671,73.02309166341841,72.41068550069541,71.7820709147512,71.15162729286341,70.8323104075487,70.5692765094318,70.27697550397039
135,Liechtenstein,LIE,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,
136,Sri Lanka,LKA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,49.7120018005371,48.654998779296896,48.103000640869105,47.5130004882813,41.641998291015604,40.5900001525879,39.028999328613295,37.754001617431605,38.1619987487793,37.423999786377,38.6349983215332,36.9809989929199,38.193000793456996,37.6269989013672,33.8400001525879,33.305999755859396,31.830999374389602,31.4130001068115,30.818000793457,29.719999313354503
137,Lower middle income,LMC,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,61.908997185778894,61.165147235029295,61.2586350932018,60.835730170059605,60.153451748619005,59.662737610434895,58.429118876687696,57.9060160429484,56.1358301967151,55.379102658488996,54.4293310801135,53.17130979172771,51.193297615327104,49.3293960902355,47.4432709292307,47.02084824546329,46.492928199667794,45.771321619522105,44.8009440070753,44.2167188700761
138,Low & middle income,LMY,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,51.7723711547567,51.2271530695166,50.41514761721599,49.442420863393096,48.72681617668329,47.718775651318104,46.6886144469931,45.710005214274,44.0672259413151,42.7410684825313,41.7679384913736,40.5795271943765,39.2799886726225,37.9821911152875,36.600815785553,35.9603989446584,35.2649761796503,34.6160205872864,34.0163431884246,33.6473159490967
139,Lesotho,LSO,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,52.8030014038086,65.1669998168945,54.5229988098145,42.564998626709,30.152999877929698,24.5319995880127,17.3939990997314,13.461000442504899,9.6269998550415,7.10699987411499,4.8769998550414995,5.125,5.824999809265139,5.67199993133545,5.55100011825562,5.485000133514401,5.22100019454956,4.91699981689453,4.60799980163574,4.4770002365112305
