Row No.,Date,Stock Performance,News
89,Thu Aug 10 00:00:00 CST 2017,0,"'An order from Apple is a blessing for electronic component makers. But that can turn into a curse when the supplier doesn't keep innovating -- as Japan Display has shown. The Japanese display maker, which supplies screens to iPhones, said Wednesday it would cut 30% of its jobs and restructure its businesses after reporting its fifth quarterly loss in the past six quarters. Its main business of making liquid-crystal displays for smartphones has been hammered by cheap Chinese rivals. But more importantly, the company faces an existential threat as Apple, which contributes to over half of Japan Display's revenue, may soon take most of its orders elsewhere. Apple is likely to adopt the next-generation display technology called organic light-emitting diodes in at least one of its coming iPhones later this year. It may eventually even use OLED, which gives sharper images and uses less power, for all its iPhones from next year onward, says Goldman Sachs. Samsung currently owns almost the entire mobile OLED market, so it will likely be the sole supplier for the first OLED iPhone. Given that the display is the single most expensive component of an iPhone, Apple would be keen to secure another supplier, especially since Samsung is also its rival in smartphones. But even then, Japan Display is unlikely to be that second or even third supplier. LG Display, for example, said last month that it will sink another $7 billion into OLED, more than 60% of which will be on small-sized screens. Japan Display, which is still in dire financial shape, may struggle to compete. Longtime iPhone assembler Hon Hai also aspires to be an OLED maker through its Sharp unit. Japan Display was brought together under the government's watch in 2012 with the merger of display operations from Sony, Hitachi and Toshiba. After raising $3 billion in a 2014 IPO, it was meant to be Japan's screen-making national champion but has turned into a poster child for failed industrial policy. It is good to have a big customer like Apple, but it is better to have cutting-edge technology that the iPhone maker can't live without. '"
90,Thu Aug 10 00:00:00 CST 2017,0,"'Houseparty has more than a million daily users. An earlier version of this article incorrectly referred to them as monthly users. (Aug. 11) Tech startups live by the rule that speed is paramount. Houseparty, creator of a hot video app, has an extra reason for urgency. Facebook Inc., a dominant force in Silicon Valley, is stalking the company, part of the social network's aggressive mimicking of smaller rivals. Facebook is being aided by an internal ""early bird"" warning system that identifies potential threats, according to people familiar with the technology. This fall, Facebook plans to launch an app similar to Houseparty, internally called Bonfire, say people familiar with the project. Both apps let groups of people hang out over live video on a smartphone. ""They see we're having traction,"" says Sima Sistani, co-founder of Houseparty, which is based in San Francisco. ""That's why we're pushing so hard."" Silicon Valley is dominated by a few titans, a development that's fundamentally altering the nature of America's startup culture. While it's as easy as ever to start a company, it is getting harder to grow fast enough and big enough to avoid getting either acquired or squashed by one of the behemoths. For months, Houseparty could see Facebook in the rearview mirror. Last year, Facebook executives approached it for meetings the startup interpreted as exploring an acquisition. Then, two months after Houseparty publicly introduced itself as ""the internet's living room"" in November, Facebook's Messenger app said it would become a ""virtual living room."" Facebook in February launched a study of Houseparty, wooing its teenage users in a post that began: ""Hi everyone!! Do you use Houseparty?"" The deep pockets of giants such as Facebook, Alphabet Inc.'s Google, Apple Inc. and Amazon.com Inc. make it increasingly difficult for startups to compete and stay independent. The four firms have a combined market capitalization of almost $2.5 trillion, a rough equivalent to the annual gross domestic product of France. Facebook acquired photo-sharing app Instagram in 2012 for $1 billion and messaging service WhatsApp in 2014 for $22 billion. Google in 2013 bought Waze, a rival to Google Maps. Amazon in 2010 bought Quidsi, the online retailing company behind diapers.com and other sites, after trying to copy it. Lately, the titans also appear to be imitating smaller rivals more aggressively. In July, a week after the initial public offering of Blue Apron Holdings Inc., an Amazon subsidiary filed to trademark a meal-delivery kit with a tagline that echoed Blue Apron's offering. Both Google and Facebook have taken aim at features on Snap. Inc.'s Snapchat platform. Amazon declined to comment. Google didn't respond to requests for comment. At an all-hands meeting last summer, Facebook Chief Executive Mark Zuckerberg told employees they shouldn't let pride get in the way of serving users, another way of saying they shouldn't be afraid to copy rivals, according to someone who was at the meeting. The message became an informal internal slogan: ""Don't be too proud to copy."" Facebook executives have said publicly it is common in tech for companies to build on technologies pioneered by others. Regulators, politicians and academics are increasingly questioning how tech giants use their considerable clout. In June, the European Union's antitrust regulators fined Google $2.71 billion, saying its search engine favored its own comparison-shopping service over others. Google has said it disagrees with the conclusions and will consider an appeal. ""If you're an app, are you better off getting acquired or competing against one of the big platforms?"" says Scott Stern, management professor at Massachusetts Institute of Technology. While getting acquired can be ""a very good win for the founders, that might be at the expense of a more competitive landscape."" Houseparty, formally known as Life on Air Inc., was one of the first startups to go all-in on video chat, with an app that lets small groups of friends drop into a video conversation as if hanging out in a dorm room. It has tapped a coveted audience: teens who love Snapchat but not necessarily Facebook. The odds are already stacked against it. The average smartphone user has about 89 apps on a device but uses only seven or eight daily, according to Verto Analytics. Facebook, Apple and Google dominate, commanding about 60% of the time and 80% of the ad dollars spent on mobile, the market-research firm says. Houseparty ""is one of the cool new apps??a good example of somebody who is challenging the status quo and may have success in a certain age group,""says Verto CEO Hannu Verkasalo. But Facebook, Google and Apple ""are extremely monopolistic,"" he says. ""It's very difficult to break in."" Two of Houseparty's founders??Ms. Sistani, 38, and Ben Rubin, 29??have been on the verge of success before. They previously led one of the first live-video-streaming apps, Meerkat, but its downloads tumbled after Twitter Inc. booted the app off its platform in favor of its own live-streaming app. Facebook delivered the death blow to Meerkat by deciding to go full force into live video. "" couldn't go head to head,"" recalls one of Meerkat's investors, Josh Elman, a former Facebook manager who is a partner at the venture-capital firm Greylock Partners and a Houseparty investor and board member. Later that summer, Mr. Rubin, Ms. Sistani and several others including the third co-founder, Itai Danino, sequestered themselves for several days to brainstorm. What users loved about Meerkat, they decided, was a feature that let them share the screen for 60 seconds with a friend. That type of video interaction was more private than the live video broadcasts on Meerkat, they concluded, and more spontaneous than a phone call. Their new app idea: ""We want to remind people how nice it is to catch up with your friends. Or how easy it is to say hi to your mom,"" says Mr. Rubin. ""It doesn't need to be this heavy thing."" In February 2016, Mr. Rubin and Ms. Sistani launched Houseparty and began to demo it on college campuses. In May 2016, it briefly became the top social-networking app for the iPhone, according to app-research firm Sensor Tower. Houseparty downloads went from 10,000 to 100,000 in one day and then crashed, unable to handle the load. The app was down for several hours and then glitchy through July, when the team decided it needed a major overhaul. When Houseparty was at its most vulnerable, Facebook came knocking. Fidji Simo, head of Facebook's video efforts, contacted Mr. Rubin, according to people familiar with the contact. She wanted to talk about live video, the people say. It was the first sign Facebook was scrutinizing Houseparty. Mr. Zuckerberg is sensitive to anything that might disrupt Facebook, even the teeniest startup, say current and former executives and employees. Facebook uses an internal database to track rivals, including young startups performing unusually well, people familiar with the system say. The database stems from Facebook's 2013 acquisition of a Tel Aviv-based startup, Onavo, which had built an app that secures users' privacy by routing their traffic through private servers. The app gives Facebook an unusually detailed look at what users collectively do on their phones, these people say. The tool shaped Facebook's decision to buy WhatsApp and informed its live-video strategy, they say. Facebook used Onavo to build its early-bird tool that tips it off to promising services and that helped Facebook home in on Houseparty. Houseparty says its growth had been stymied by the app's crash, which slowed its ability to introduce new features and attract new users. The calls from Facebook's Ms. Simo led to ""natural conversations,"" says Mr. Elman, the Houseparty investor and director, in which Facebook was exploring whether Houseparty would be a good fit for an acquisition. Mr. Rubin didn't want to sell but was under pressure from his board to keep Houseparty's options open, Mr. Elman says. ""If a company like Facebook or Snapchat needs your team's expertise, that might be a better return for shareholders than the risk of going big,"" Mr. Elman says he told Mr. Rubin. Mr. Rubin says in general he isn't against getting acquired as long as the opportunity would allow him ""to continue to work on the mission on a larger scale."" Mr. Rubin communicated with Ms. Simo and others over email and phone and then met with Facebook executives at Facebook's offices, says a person familiar with the contacts. Messrs. Rubin and Elman declined to discuss details of the conversations. Later, Ms. Simo informed Houseparty the talks wouldn't go further, the person says. Facebook said Ms. Simo declined to comment. In December, Facebook began its group-video-chat offensive. Its Messenger app introduced the feature with the ability to see up to six people in a conversation, compared with the eight-person rooms on Houseparty. In February, Facebook invited Houseparty users between the ages of 13 and 17 to come to its offices in Menlo Park, Calif., to participate in a study and keep a diary for a week afterward that they would share with Facebook, offering as an inducement $275 Amazon gift cards. Meanwhile, Houseparty readied for battle with $50 million in fresh funding in December from a group led by Sequoia Capital, a venture-capital firm that invested in WhatsApp and Instagram. Mike Vernal, a former Facebook executive, a Sequoia partner and Houseparty director, says Facebook's interest in Houseparty and live video chat is to be expected because ""Facebook has a mission that is fundamentally about helping people connect with each other."" He says he is optimistic about Houseparty's growth potential. Houseparty rebuilt its app so it could expand reliably without crashing. It added 25 employees, increasing its staff by 30%. Last month, it recruited a vice president of engineering, Kinshuk Mishra, who had helped Spotify AB, the music-streaming service, fend off Apple Music. It introduced a new chat feature called ""passing notes"" to attract more users. In Houseparty's office in an unmarked warehouse in San Francisco's trendy Soma neighborhood, the startup's leaders huddled in a tense meeting in May to discuss plans to beef up the app. When Ms. Sistani heard the company's lawyer had delayed some minor changes to the terms of service, the latest in a series of delays, she jumped in and said: ""No. No. No. No! Just update the policy."" The pressure increased later that month when Houseparty learned of Bonfire, Facebook's planned live group-chat app. (Tech news site The Verge reported on Bonfire in July.) ""I have no problem with the copying,"" Mr. Rubin says. ""It's just business. It's just a distraction."" Houseparty, which has one-million-plus daily users, compared with Facebook's 1.32 billion, is determined to beat Bonfire, he says. Mr. Elman says he is encouraged that Bonfire is a stand-alone app and that Facebook hasn't been particularly successful with those. But, he says, if Facebook figures out how to integrate the power of Houseparty ""into a property that I'm already using 10 times a day, that would scare the crap out of me."" ?~?~?'"
91,Tue Aug 08 00:00:00 CST 2017,1,"'Apple Inc. took a public-opinion beating after it removed anticensorship tools from its China app store last weekend. ""Shame on Apple!"" was a sentiment voiced on social media by some who felt Apple was placing its commercial interests above their need to access information. Apple's response, as has been the case previously, is that it did so to meet China's regulatory requirements. Get used to hearing that a lot in the future. Apple has a China quandary. Greater China, which includes Hong Kong and Taiwan, is Apple's biggest foreign market, generating about 20% of the company's sales. China is also the mainstay of Apple's global manufacturing and supply chain. Increasingly, as it sells iPhones to Chinese consumers, it is selling them Apple services too. Apple's China App Store brought in more revenue than the U.S. store did last year. More Chinese are willing to pay for online services such as music, so there is hope for Apple Music. The company is promoting Apple Pay. That is where the risks kick in. Apple became the standout China success story among large U.S. technology companies partly because the Chinese government views it as a hardware company. Now it is obviously more than that. ""Apple's success globally had come from its close integration between hardware and software. Increasingly, that software means content,"" says Duncan Clark, a tech consultant and longtime China watcher. ""This has posed a challenge for the Chinese government."" That is also why, a former senior executive at a U.S. tech company told me, ""Apple's troubles have just started."" Apple says it has been vocal about its disagreements with governments. Chief Executive Tim Cook addressed the censorship matter Tuesday, telling analysts on an earnings call: ""We believe in engaging with governments even when we disagree."" Mr. Cook says Apple follows the law wherever it does business and that participating in markets brings benefits to customers and ""is in the best interests of the folks there."" He hoped for fewer restrictions in the future. Censorship is becoming increasingly stringent under President Xi Jinping. Boisterous online debate, much less dissent, is being quashed. Internet sites, even startups, have to hire phalanxes of staff to censor content that the government deems inappropriate. Apple shut down iBooks and iTunes Movies services in China last year. It removed the New York Times apps from the China App Store. Then last weekend Apple took down, according to mobile-app tracking site ASO100.com, over 400 apps with the description of ""virtual private network"" (VPN), or software that enables users to circumvent the country's vast system of internet filters. In all those cases, Apple said it was following Chinese laws and regulations. ""The government will continue to clamp down on anything that can possibly include politically sensitive material,"" says Tay Xiaohan, an analyst at IDC. ""I believe that Apple will continue to comply with the government's regulation for fear that the country would one day ban Apple's products."" Apple has been on a charm offensive. It has announced two new research-and-development centers in China, bringing its total commitment to R&D facilities there to $500 million. It recently appointed its first China head??a China-born, longtime Apple executive??and, according to a person familiar with the matter, she has been trying to recruit a government-relations executive. The thing is, instead of charm, some Chinese consumers want Apple to show some backbone??the way it did to the FBI when the company refused to unlock an iPhone used by an attacker in the San Bernardino, Calif., shootings in 2015. ""Apple doesn't stand up and make some noise, which company can?"" asks Tao Jingzhou, a lawyer at Dechert LLP in Beijing. Apple has untapped leverage. It is the most valuable company in the world. The size of its market capitalization is multiples of the annual economic output of many countries. Appledirectly and indirectly accounts for lots of jobs in China??something the authoritarian Chinese leadership with its deep fe"" of social unrest cares about deeply. Other American tech companies are also submitting to Beijing's restrictive rules. The Chinese partner of Amazon.com Inc.'s cloud-computing business told customers this week to stop using VPNs to bypass China's internet gates, in order, Amazon says, to comply with regulations. Many Chinese Apple fans don't expect it to put up a big fight, much less exit the China market as Google's search engine did in 2010. Google''"
92,Tue Aug 08 00:00:00 CST 2017,1,"'Apple Inc.'s new 10th Anniversary iPhone is still sight unseen, yet a glance at the company's latest quarterly results also raises the question of what else may be coming. Apple's spending on research and development totaled $2.9 billion for the third fiscal quarter ended July 1, rising 15% year-over-year against a revenue gain of just 7% for the same period. That brought Apple's R&D spending to $11.2 billion for the trailing 12 months, which is about 5% of the company's revenue for the period. Apple hasn't expended a greater portion of its revenue on R&D on an annual basis since 2004??three years before the first iPhone launched. That suggests other big things on the horizon, though what exactly is anyone's guess. Apple only claims ""n increase in headcount-related expenses to support expanded R&D activities"" in its quarterly filing. The company is widely reported to be working on projects related to self-driving cars, health-care monitoring and augmented reality, to name just a few. Apple, of course, is always loath to discuss any products it has in the works. But the company's pipeline is a salient question for investors who may rightfully be wondering what to do with the stock once this year's new iPhones see the light of day. Apple's market value has surged 35% this year to $820 billion??adding $45 billion since last week's earnings report, which all but confirmed that some new iPhones will indeed launch this quarter. And it is hard to forget that the stock has seen significant downtur'"
93,Mon Aug 07 00:00:00 CST 2017,1,"'Apple Inc. is planning to introduce a smartwatch this year capable of connecting to cellular networks, according to people familiar with the matter, marking the first step in liberating the device and possibly consumers from their iPhone dependency. The new Apple Watch would have LTE capabilities similar to the data connection on a phone, which could allow it to access data, send and receive texts and make phone calls, the people said. Currently, the Apple Watch must be paired with an iPhone and use Bluetooth or Wi-Fi to transmit data and texts. The cellular-enabled Apple Watch expected later this year would be available from all major U.S. carriers, the people said. It would likely be rolled into existing wireless plans for an additional monthly charge, similar to how data connections for tablets are sold today. An Apple spokeswoman declined to comment. Bloomberg first reported the new watch on Friday. The new Apple Watch is part of Apple's plan to begin introducing a new smartwatch every other year, just as it does with the iPhone, one of the people familiar with the matter said. This fall would be the first iteration of the watch under the new release schedule. The first Apple Watch was released two years ago. Apple Chief Operating Officer Jeff Williams has been pushing for cellular connection on the Apple Watch since before its launch, the person said. However, its development has been challenged by issues related to the quality of cellular reception and other complications that come with such a small device. ""They're going to have to increase the battery significantly, and it's going to get bigger to provide more power,"" said Patrick Moorhead, a technology analyst with Moor Insights & Strategy. ""It's a very hard thing to do because it's so small."" An LTE connection in the Apple Watch is good news for carriers, as the new connections could help pad subscriber counts and bring in new revenue. Carriers relied on tablets in past years to juice subscriber numbers, but many consumers canceled their tablet cellular connections after their contracts expired, resulting in customer losses. A data connection on an Apple Watch may prove more useful, however, and therefore less likely to result in cancellations. The new watch could help Apple regain its lead in the so-called wearables category. The iPhone maker shipped 2.8 million smartwatches world-wide in the second quarter but ceded top place to Xiaomi Corp., which shipped 3.7 million fitness trackers during the period, according to Strategy Analytics, a market-research firm. The Apple Watch has increased sales since it added a GPS chip last year that allows owners to track their runs, swims and other fitness activity without needing a phone. '"
94,Mon Aug 07 00:00:00 CST 2017,1,"'The Financial Times is launching a new mobile application for Apple iOS devices in the U.S. and the U.K., six years after it abandoned the platform following disagreements with Apple over revenue and data sharing. The company hopes its new app, available for iPhone and iPad, will help boost subscriber engagement with its content and in turn increase the revenue it is able to extract from its customers over the long term. ""We know that an engaged reader results in a larger lifetime value,"" said Cait O'Riordan, the FT's chief product and information officer. ""We want to know if a native app can help drive that engagement number."" Since 2011, Apple device users have only been able to access the FT's full range of content via its mobile website. The FT decided to invest in its web offering rather than a ""native"" iOS app partly because of Apple's requirement to be paid a 30% cut of any subscription revenue generated from apps in its App Store, according to people familiar with the matter. The new iOS app will therefore only be accessible to existing FT subscribers. New readers won't be able to purchase subscriptions from within the app itself, but must instead do so from the FT's website before logging in. This model means the FT can avoid giving Apple a cut of subscription revenue and will allow it to collect payment information and other valuable data directly from its subscribers. Spotify and other subscription-based services have taken a similar approach in recent years. Although it may not help convert new subscribers, the FT hopes a native iOS app will increase engagement among its existing subscribers owing to a variety of technical advantages. For example, native apps allow users to easily remain logged-in, provide a better experience with video, make sharing articles more seamless and allow readers to download some content to their devices to consume even when they don't have access to an internet connection. The new app might also be welcomed by consumers, who increasingly expect publishers' content to be accessible to them on whichever platform they choose. Mobile currently accounts for 55% of the FT's pageviews, the company said, but a search for ""financial times"" in Apple's app store previously returned apps for FT competitors including Bloomberg, the Economist and Barron's instead of the FT itself. Native apps can also offer some advantages for publishers when it comes to placing ads in front of readers. ""Our focus is subscriptions, but we do make money from advertising so we do care. We have put some effort into ensuring we have good ad viewability [in the app], and there are some ad formats that are easier to do in a native app,"" Ms. O'Riordan said. At launch, the iOS app is a relatively basic offering, but the company plans to invest more heavily in the product if it succeeds in driving reader engagement the way it hopes. ""We are data-driven. If the numbers show this is the right way to go then we will go in that direction,"" Ms. O'Riordan said. '"
96,Thu Aug 03 00:00:00 CST 2017,0,"'It is easy to forget that Apple Inc. makes things besides the iPhone. The company's fiscal third-quarter results Tuesday will be a salient -- if short-lived -- reminder of that. The iPhone still accounts for the lion's share of Apple's revenue and earnings. But the June quarter saw an unexpected year-over-year jump of 15% in iPad unit sales. That is the best growth Apple's pioneering tablet has logged in more than four years. And the company didn't have to buy those sales with discounts: The average selling price for the iPad stayed largely flat with the previous quarter. The iPad and stronger-than-expected services revenue helped Apple exceed Wall Street's estimates for the June quarter. That wasn't the only good news. Apple projected revenue in the range of $49 billion to $52 billion for the September quarter. The midpoint of that range represents a sales gain of 11% from the June quarter -- the strongest forecast for this period that Apple has made since it began launching its new iPhones in September five years ago. The forecast, in other words, suggests that at least some new iPhone models are coming in the September quarter and that Apple believes those models will sell. That is good news for investors who have driven Apple's share price up 30% this year -- not including the 6% additional bump the stock got Tuesday after the report. A stronger iPad and services business helps smooth out the iPhone cycle. And Apple clearly expects its new phones to make the connection. '"
97,Thu Aug 03 00:00:00 CST 2017,0,"'BEIJING -- Apple Inc. has been facing plenty of headwinds in China lately, including plunging sales, increasing competition from rival smartphone makers, and government pressure to comply with stiff new security rules. The new iPhone expected this fall offers a glimmer of hope, some analysts say, thanks to affluent Chinese consumers who are willing to pay premium prices for the latest technology. While China's overall smartphone market is flat, the higher-priced market, for phones that cost 4,000 yuan ($595) or more, is still increasing, analysts say. ""Consumers are still willing to upgrade and some of them are waiting to buy the next-generation iPhone,"" said Jin Di, a mobile-market analyst at research firm IDC. Factoring in the new iPhone, research firm Canalys forecasts shipments of 27 million iPhones, iPads and iPod Touches in mainland China for the last four months of 2017, compared with 22 million during the same period last year. Apple could use some good news from China: On Tuesday, it reported that sales sank 9.5% to $8 billion in China, Hong Kong and Taiwan, for the third quarter ended July 1. That was the sixth consecutive quarterly sales decline in Greater China. Apple Chief Executive Tim Cook offered a positive view, saying sales in Taiwan rose 20%. The rate of decline also eased from the previous quarter, when sales fell 14%. Along with shrinking sales in Greater China, Apple has also been grappling with new cybersecurity rules imposed by the Chinese government. Last month, Apple said it would open a data center in China that will be operated by a government-owned firm. Over the weekend, Apple removed virtual private network, or VPN, apps that allow Chinese users to skirt internet censors from its App Store in China to comply with new rules that require providers of such apps to obtain licenses from regulators. ""We would obviously rather not remove the apps, but like we do in other countries, we follow the law wherever we do business,"" Mr. Cook said on a call with analysts, adding that Apple believes ""in engaging with governments even when we disagree. Industry consultants say Apple is taking care not to offend the Chinese government, especially as it prepares to launch the critical iPhone 10th anniversary model this fall. '"
98,Thu Aug 03 00:00:00 CST 2017,0,"'When Apple Inc. last year began breaking out revenue from app sales, music subscriptions and payment transactions, the accounting change seemed opportunistic. Sales of iPhones were declining and services provided a growing business to showcase. The change now appears more than justified. On Tuesday, Apple said services -- the App Store, iTunes, Apple Pay, iCloud and more -- generated more than $27.8 billion in revenue for the 12 months ended July 1, making it the equivalent of a Fortune 100 company and larger than Facebook Inc.'s total revenue in 2016. The company hit the Fortune 100 milestone a full quarter before predicted by Chief Executive Tim Cook, as rising subscriptions to Apple Music, Netflix Inc. and other services lifted services revenue 22% in the June quarter to $7.27 billion. The iPhone is still Apple's chief moneymaker, but services combined with better-than-expected iPad and Mac sales reduced Apple's total revenue from the iPhone to 55% in the quarter from 57% a year ago. ""The business is really impressive when you think about it in terms of scale compared to other publicly traded companies out there,"" said Jeff Dillon, chief executive of Jackson, Mich.-based Dillon & Associates, which counts Apple among its largest holdings. ""There's a long runway to go there."" Apple's total revenue rose 7.2% in the quarter to $45.41 billion, while profit was up 12% to $8.72 billion. The company's stock rose 5% in midday trading Wednesday. Apple boosted services revenue while facing a host of challenges, including discontinued movie sales in China, shrinking iTunes market share in the U.S., and a music-streaming service that is a distant No. 2 player in paid subscriptions to Spotify AB. The company remains guarded about which sources are driving services revenue. Apple annually reports total payments to app developers, and in June said Apple Music subscriptions hit 27 million. But it hasn't broken out revenue from AppleCare, Apple Pay, iTunes, iCloud storage or any of the other pieces that contribute to the business. The growth in services is driven by the size and quality of Apple's user base. Apple now has more than 1 billion devices in use world-wide. Its pricier iPhones, iPads and Macs are typically bought by more affluent consumers who load them up with apps or pay extra to store photos in the cloud. The App Store generates nearly twice the revenue of Alphabet Inc.'s Google Play, according to App Annie, a tracking service. Apple to some extent is drafting off broader consumer trends. An increasing number of customers are shifting from cable subscriptions to streaming-subscriptions services such as Netflix, HBO Now and Hulu, and many sign up through the App Store, giving Apple a 15% cut of the subscription. Apple said its number of subscriptions rose 12% in the past 90 days to 185 million. In a call with analysts, Chief Financial Officer Luca Maestri credited some of the growth to making App Store purchases easier by adding more payment options, such as Alibaba Group Holding Ltd.'s Alipay in China. The services business hasn't been without headaches. In China, the government shut down Apple's movie and book sales because they violated local media guidelines. Apple also has faced criticism globally for removing apps in China such as the New York Times earlier this year, and others that allowed users to evade the country's censorship laws. Apple's streaming-music service continues to lag behind Spotify, which in June reported more than twice as many paid subscribers at 60 million. Movie rentals and sales on its iTunes service in the U.S. have been pressured by Comcast Corp. and Amazon.com Inc., reducing its market share to about 20% from more than 50% in 2012. The iPhone maker is trying to differentiate to gain Apple Music subscribers and video viewers by branching out into original content. It released the reality show ""Planet of the Apps"" in June and will add ""Carpool Karaoke"" next week. It recently hired two top Hollywood television executives to spearhead a push into original programming. ""We'll see how this area goes, but it's still an area of great interest,"" Mr. Cook said on the call. The services growth over the past decade is impressive considering late CEO Steve Jobs didn't want an app store. The iPhone launched without one, and Mr. Jobs primarily wanted to offer only Apple services, but employees and outsiders prevailed in getting him to change his mind, former employees said. '"
99,Thu Aug 03 00:00:00 CST 2017,0,"'The Dow Jones Industrial Average topped 22000 on Wednesday, reaching another milestone in the long bull market as investors bet that a resurgent global economy can offset lukewarm U.S. growth. The blue-chip index claimed its 32nd record of the year. Stocks continue to chug higher without a pullback of greater than 3% in more than a year, and volatility levels by some measures are hovering near all-time lows. The rally has been powered in large part by a revival in U.S. corporate earnings, which are on pace for another quarter of strong growth. The Dow Industrials rose 52.32 points, or 0.2%, to 22016.24, led by gains in shares of Apple Inc. after the company reported strong iPad and Mac sales in its most recent quarter late Tuesday. Overall, big companies with a sizable presence overseas, such as McDonald's Corp. and Boeing Co., have helped fuel the rally, and many investors are counting on a weak dollar to boost U.S. exports. Apple's gain??its biggest in six months??added roughly 49 points to the Dow Wednesday. Stocks must navigate a number of new challenges if the 8-year-old rally is to continue. The U.S. economic expansion is showing signs of stalling. President Donald Trump's proposed mix of tax cuts, infrastructure spending and deregulation was intended to revive the economy, but some of his agenda has""en stalled. Optimism about a pro-growth fiscal policy has waned. ""Economically things have been picking up nicely around the world, while the U.S. has turned out to be relatively disappointing,"" said Jimmy Chang, a senior portfolio manager and chief investment strategist at Rockefeller & Co. With domestic data looking lackluster, shares of multinational companies??which stand to benefit more than U.S.-focused companies from global growth??should fare well, he said. Paul Quinsee, global head of equities at J.P. Morgan Asset Management, said the strong earnings season reflects ""re evidence of an upswing in the fortunes of the world economy."" ""Investors were expecting good earnings, and overall have not been disappointed,"" he said. A combination of low inflation and rising global growth could keep U.S. stocks climbing, despite a sluggish expansion in the U.S. and investors' dimming hopes for policy changes from the Trump administration to kick-start the economy. Investors and analysts in particular point to China as a sign that the global economy is on the mend, with a recovery in investment, manufacturing and trade. Europe also is perking up, with second-quarter data this week showing that the eurozone economy had gathered pace, a recovery that could encourage the European Central Bank to decide in the fall to scale back its bond-buying program. The International Monetary Fund most recently projected global gross domestic product growth at 3.5% for 2017, up from 3.4% last July. The IMF raised growth estimates for China, citing strong credit growth and fiscal support, and the euro area, highlighting diminishing political risks there. Meanwhile, the IMF lowered its forecast for U.S. economic growth in 2017 to 2.1% in July, compared with its projection of 2.5% a year ago. It cited skepticism the Trump administration would be able to push through business-friendly policies such as tax cuts. Even with global growth improving, inflation has remained persistently sluggish. That has contributed to weakness in the U.S. dollar, a boon for U.S. corporate earnings because it makes U.S. exports cheaper to foreign buyers. It also takes some pressure off the Federal Reserve to raise interest rates. The WSJ Dollar Index, which measures the U.S. currency against a basket of 16 others, has fallen 7.5% since the start of the year, leading some firms to raise their year-end forecasts for U.S. stocks. At the end of July, investment bank Jefferies raised its estimate for where the S&P 500 would end the year to 2500 from 2325, citing weakness in the dollar, ""robust growth in overseas markets as global trade resynchronizes and the lack of policy tightening by China."" The S&P 500 rose 1.22 points, or less than 0.1%, to 2477.57 Wednesday. There are signs that U.S. companies whose businesses rely more on sales to customers overseas are already starting to benefit from these conditions. The S&P 500 industry groupings that get a higher share of their sales internationally than the benchmark are collectively up 13% in 2017 through Tuesday, topping the S&P 500's 11% rise over that period, according to Goldman Sachs Group Inc. The groups with a higher share of domestic revenues than the S&P 500 were up 10% over that time. Among companies in the blue-chip Dow, shares of airline manufacturer Boeing Co., which recently got nearly three-fifths of its sales from outside the U.S., according to S&P Dow Jones Indices, are up 53% this year. That makes it the best-performing stock in the Dow industrials in 2017.Part of the reason behind Boeing's rally is a rise in global airline passenger traffic, which is boosting demand for new planes. Business has become ""more geographically diverse and balanced across the globe,"" said Dennis Muilenburg, the company's chief executive officer, on an earnings call last Wednesday. Other companies that serve as economic bellwethers have benefited from the global rebound. Caterpillar Inc., whose shares have risen 22% this year, reported last Tuesday that it may see its first year-over-year revenue increase since 2012, thanks to growing demand in China's construction sector and a stabilization in commodity prices. ""Mining and oil-related activities have come off recent lows and we're seeing improving demand for construction in most regions,"" said James Umpleby, Caterpillar's chief executive officer, on the firm's earnings call. And the S&P 500's technology sector has been the year's best performing group in the benchmark, rising 23% as investors seek out companies with growing sales and profit in a sluggish U.S. economy. Tech got 57% of its sales from outside the U.S. at the end of last year, more than any of the 11 S&P 500 sectors except energy, according to S&P Dow Jones Indices. The steady rise of passive investing, where investors own indexes that track broad markets, could be helping to spread gains beyond specific stocks and sectors, some analysts say. U.S.-based mutual funds and exchange-traded funds that track indexes owned 13.9% of the S&P 500 at the end of March, up from 4.6% in 2005, according to a Wall Street Journal analysis of data from Morningstar Inc. and S&P Global Market Intelligence. Still, many investors remain wary of the long U.S. stock rally. Auto sales, a heavyweight in the economic recovery, fell for a seventh consecutive month in July, and consumer debt loads have risen. A renewed slide in oil prices??especially if it is accompanied by fears of slowing global demand??could put pressure on global profits, similar to what happened at the start of 2016, analysts say. Any signs that central banks are moving toward raising rates f""er could also hit stocks, which have benefited from years of easy-m'"
